jeff,beta,numnodes,numlinks,probRewire,numedges,graph_seed,numx,trim,x_seed,cost_rw,time_rw,bestgraph_rw,hit_rw,miss_rw,fa_rw,cr_rw,bestval_rw,cost_invite,time_invite,bestgraph_invite,hit_invite,miss_invite,fa_invite,cr_invite,bestval_invite,cost_inviteirt,time_inviteirt,bestgraph_inviteirt,hit_inviteirt,miss_inviteirt,fa_inviteirt,cr_inviteirt,bestval_inviteirt,cost_fe,time_fe,bestgraph_fe,hit_fe,miss_fe,fa_fe,cr_fe,bestval_fe
0.9,0.909090909,15,4,0.3,30,17,3,0.7,17,20,00:00.0,15!32zqjg5dt3xtjlbolrp77jnjn501cp5ag63ldwo2geq2,18,12,8,67,-28.80336982,19,00:16.9,15!32zqguwt1jo8fl5yo8ffl8vxsnyanaltza06om0sub9m,17,13,6,69,-27.62118604,19,00:13.4,15!32zqguwt1jo8fl5yo8ffl8vxsnyanaltza06om0sub9m,17,13,6,69,-29.08340922,27,00:00.0,15!er0r56vqicqzr9mvpku5g28st5r95v1cqh2f4,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,18,3,0.7,18,15,00:00.0,15!1vb2pp4h9vzyzrr8jo3gdv8dx5vqmhwbr0e74f8wqgw4,19,11,4,71,-26.74440847,17,00:17.4,15!1vb2pp4h9vzxilx7qbfb8ma6fkrtu1fafoibxeir6684,17,13,4,71,-26.24605399,15,00:11.7,15!1vb2pp4h9vzyzrr8jo3gdv8dx5vqmhwbr0e74f8wqgw4,19,11,4,71,-28.98818163,27,00:00.0,15!er0r56vqicqzr9mvmjlbrxhvy1pl65dmdx8u8,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,21,3,0.7,21,13,00:00.0,15!t62n2xfakpmdoesd1cmxasydsg0w4xsuxx6h6gxpmo2,20,10,3,72,-26.65572556,14,00:21.1,15!t62n2xfakpmdoesd1cmxasydqiw5hhzmpi0wf7c19tu,19,11,3,72,-25.93133741,14,00:11.7,15!t62n2xfakpmdoesd1cmxasydqiw5hhzmpi0wf7c19tu,19,11,3,72,-27.39380839,27,00:00.0,15!97iini19c3sml079kcp2z88wjlzohzmkcc9ynfdaa,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,22,3,0.7,22,19,00:00.0,15!1mo9jx3pzipdvh43c13p85ix87joir4e6vik86em1kw0,17,13,6,69,-26.63561935,17,00:17.4,15!1mo9jx3pzipdvh436pi49zrtlcgjr6yz9w1epgdgvu2o,17,13,4,71,-25.54769742,17,00:12.9,15!1mo9jx3pzipdvh436pi49zrtlcgjr6yz9w1epgdgvu2o,17,13,4,71,-28.61538753,27,00:00.0,15!97ihtzxf1ksffljwbvevzlwwkfes3u83xrb1jikn4,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,24,3,0.7,24,24,00:00.0,15!s7h1vqm8qo64grjbwfh7l64pzgq7hliz5po6cy4o0,14,16,8,67,-23.92962404,22,00:23.4,15!s7h1vqm831ks3pwlm3i09cqz5398ii0utsosiugao,14,16,6,69,-23.40263943,22,00:20.9,15!1t1hkrnne4p6wrayf4hspq19le0yqvogtj2rwtst8g,14,16,6,69,-28.94270541,27,00:00.0,15!8ex7dad895omace6pftj63irgp3zls,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,25,3,0.7,25,26,00:00.0,15!4t7j1g7dwhkqqrgz6fu8xzu53dj8d65bqn5mwt6aozk,15,15,11,64,-29.61935759,24,00:16.6,15!4t6dljp4qs29649pjywnbpmsegziqn7czr9iyvk3da8,14,16,8,67,-28.08522835,24,00:14.1,15!4t6dljp4qs29649pjywnbpmsegziqn7czr9iyvk3da8,14,16,8,67,-31.74036468,27,00:00.0,15!5blky5r3myxejsqdpkkj01x1tqf4,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,27,3,0.7,27,17,00:00.0,15!22todtpglhem9saqgnwp193o6n9m9og7yi2oomqln0pu,19,11,6,69,-32.46151014,15,00:16.1,15!22todnvoare3nlyf80tgntpp6357m8irjk1zb51255b6,19,11,4,71,-32.41580679,14,00:18.8,15!2106y4p8sgacnk94k8s7oc3ktwzzbdy4zva447sy11k2,18,12,2,73,-34.01996235,27,00:00.0,15!1m7mehb4oe0hli5a8oru9oqygllg2tg311tyhinu48w0,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,28,3,0.7,28,18,00:00.0,15!8nucxy9no2sidpjjq5g1g9tqfgsm7l18bkd5ueuw3ke,18,12,6,69,-27.91822699,19,00:27.5,15!8nbxwyljnw2qtw4avxdilyt2tl81ph4azc17j3xsdfy,16,14,5,70,-26.81721513,18,00:13.1,15!8nbxwyljnw47zq548linux0kep4u5y5mb7weiukptzi,17,13,5,70,-29.43954146,28,00:00.0,15!kpwm4mi7iboqbqf8x1siwx44whmr31b8xsn1oruo,2,28,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,29,3,0.7,29,13,00:00.0,15!2tvah77l77hwprwigie45jtuxjiskuwlnvqsazdj4g3o,22,8,5,70,-29.36366783,16,00:18.0,15!2tv9whayyfn42n38we7e0wvyosb7ufi7wqqmeurwwryc,18,12,4,71,-27.9169135,17,00:18.2,15!2tv8r1egp9xll2k90vluz0z24lmw8rb3iu9inunzhx8k,17,13,4,71,-30.55379192,27,00:00.0,15!1m7mehb4oe0hli5a8oru9oqygr47hoxi1vw6eh81569s,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,30,3,0.7,30,21,00:00.0,15!2mlkwqefahg8hx1bowsh6obgn1e6g7sigkeixhmpuf1u,18,12,9,66,-30.75830148,18,00:16.8,15!1thu0d6rfxqhif4emb5mxnxpqphsqkmz1ceqx1vd3f3m,18,12,6,69,-30.08336562,16,00:13.7,15!1thu0d6rfxl8hodi997z0yrqrnrxukem375kymaajymq,18,12,4,71,-31.22453399,27,00:00.0,15!1m7mz77qt0ip3tu0kf736qjhdgjstpeffwn0q3tqu1a8,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,31,3,0.7,31,18,00:00.0,15!lw5s2eka9pxe0zmz18psqjr6mbdl71cp5ilwy40a6me,19,11,7,68,-31.52611286,14,00:25.4,15!lw5s2ek9qgt54pvycnxnzxq29u0fpoa3hb1n5tluxvq,18,12,2,73,-30.07452485,13,00:16.3,15!lw5s2ek9qgt54pw10gq527p2nu6qxfi0u94pd3gf7k6,19,11,2,73,-31.37956649,27,00:00.0,15!ejwlmf26ivaiebx6rnwhjyp3l6dr9ew87sr9x9svcao,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,32,3,0.7,32,24,00:00.0,15!2l8lyzt3fphj7mr5c2sely2woy1soe7ijrex5ic2za,15,15,9,66,-26.45414382,21,00:16.5,15!2l8l8rr8fxzvga0fr9tvlgtrrjfxac3zh61va14s2e,14,16,5,70,-23.83804777,21,00:12.7,15!2l8l8rr8fxzvga0fr9tvlgtrrjfxac3zh61va14s2e,14,16,5,70,-26.59607109,27,00:00.0,15!15fwi95pihkj00u77sg5hhehcn23sspn4vb5afjsw,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,35,3,0.7,35,12,00:00.0,15!ssbfxci0kb8f1il8095unol28mlj7yuk20amzo3r6,21,9,3,72,-26.47014666,11,00:15.8,15!srzscr1zj2vqf1b1jib2pnh0zj7osfad751gculfm,21,9,2,73,-26.28117624,11,00:13.6,15!srzscr1zj2vqf1b1jib2pnh0zj7osfad751gculfm,21,9,2,73,-27.81357073,27,00:00.0,15!11uhh2gsaqjmjfgt0klc11nh3bd5hc,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,40,3,0.7,40,16,00:00.0,15!95guhq5n5frw1sh2ic4i2p0of33yi28qi3g0qixm0au,20,10,6,69,-30.85254463,17,00:19.2,15!95gug9pjy9klekbusu74jtvsr8l7741chzagedubv2e,18,12,5,70,-30.18740456,15,00:12.8,15!93f6cb1jhl2ovuq9a7ybdblpsv4u0zo9o6yg126snie,18,12,3,72,-32.88187915,27,00:00.0,15!ai1hhv399wlxkmjykytdt54ldoi913670g,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,41,3,0.7,41,20,00:00.0,15!1j9qayzzzqr05dty8xrp6m9r3it2eh25lzccndabys,17,13,7,68,-31.23817663,20,00:16.0,15!1j9qayzzzqr05dty8xrp6m9r3it2eh25lzccndabys,17,13,7,68,-31.23817663,20,00:12.0,15!1j9qayzzzqr05dty8xrp6m9r3it2eh25lzccndabys,17,13,7,68,-31.89176257,27,00:00.0,15!if0znzv4l72cqad2k8hwb3v7cwq0ykis0ksw3gnwg,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,42,3,0.7,42,17,00:00.0,15!5grimfngf0hfiryifjrrxadbpmomnruwfwccmzzescg,18,12,5,70,-26.28186877,17,00:15.3,15!1tsnkst3moh7f79ffcouwnwl3mrcwhl5qp87zpmu9kw,17,13,4,71,-26.14702649,16,00:21.6,15!5grimfngf0bivfv90v76xhjdd71gtvpmkndaeg99wjk,18,12,4,71,-27.99410466,28,00:00.0,15!1thfitbhmz7u5qx9indcvrze1xozg4324136bj4ifpc,2,28,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,43,3,0.7,43,17,00:00.0,15!17s8tpe3g3er7fiu3ka6rlyhbqv5a7552ei134ymn6s8,20,10,7,68,-29.83055839,15,00:18.1,15!17o5cazlx2xcyqyds2kkzsre2n8ww32jg8bdjt1emn0w,17,13,2,73,-27.14181871,13,00:12.1,15!17o5cazlx2xcyyfikb8v0gkvutkburkqo5ic4d3qqqs0,19,11,2,73,-30.52507227,27,00:00.0,15!if0znzvf3a7nj7velrdors6vwedl7orvcw5hl7uo0,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,44,3,0.7,44,24,00:00.0,15!1bb5hyn7ez3gqpsi2ienbhrrf8uiv3y2tbw7lkc3ybd6,14,16,8,67,-26.33163295,22,00:18.5,15!1bb5hyn7ez3gqpsi2fetj9bykntyz7e0priw2qsnnuh6,14,16,6,69,-25.14169981,22,00:11.9,15!1bb5hyn7ez3gqpsi2fetj9bykntyz7e0priw2qsnnuh6,14,16,6,69,-27.92276661,27,00:00.0,15!er0r56vqicqzrbrlrvjx5b8k19tatqsf6is5c,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,46,3,0.7,46,17,00:00.0,15!v80amaehzhgw0heciqd8ubjuz38dtjc11zfylkgwxac,19,11,6,69,-30.06893519,16,00:16.6,15!249e92qnfrpwikh9x3jxxk9b9igws2q7r2ijrjpxf9g,19,11,5,70,-29.95213418,17,00:11.6,15!v80amaehzhgw0heciqd8ubjuz38dtjc11zfylkgwxac,19,11,6,69,-30.91176693,27,00:00.0,15!an807gzpyu0fp4asfz6a0u5wqeio,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,47,3,0.7,47,18,00:00.0,15!uxa23nqcm6e9w82qsw04icxnq9urhntxffwc49i855o,19,11,7,68,-30.24761921,17,00:16.5,15!uxa23nqcm6e9w82qsw04icxnq9urhntoo3rrsvmfd3g,19,11,6,69,-29.79285059,16,00:13.0,15!uxa227a9xo9mcmzxlmb34wwso9irbyi4237j7ibokcs,18,12,4,71,-32.82197615,27,00:00.0,15!15fwi95pihzhamkndfcg33k7jk9ngpi94z56pzmyo,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,48,3,0.7,48,18,00:00.0,15!24epxdscn82rgkoc03ujggbdr4sq4iaqx1la04ygt476,17,13,5,70,-26.64407092,16,00:17.4,15!24epxdscn82rgkoc00urkf48i1yfjb6zvnk9iwx2tdz6,17,13,3,72,-25.70352441,18,00:14.7,15!24epxdscn82rgkoc03ujkprldt5sr8q4osupq9daighu,17,13,5,70,-27.97290002,27,00:00.0,15!5tsaq354jprf60dpgzx46phker04hoor0ajur5s,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,49,3,0.7,49,25,00:00.0,15!t6kc7w0wbwj4ivp34d6cqwipp4gksscuepxfbofs45k,15,15,10,65,-29.73357602,27,00:21.1,15!t6kc7w0wbv7vc6yzuwhs4k2xtxthjv0yabrm5fqkcnc,12,18,9,66,-29.11146917,25,00:13.1,15!t6kc7w0wbv7vc6yzuwhs4iqdwr3dl7qlga9z8kqywi0,13,17,8,67,-30.37898835,27,00:00.0,15!56hz18au8n5ejslx3233pdn764u4f982y0w22g3k,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,50,3,0.7,50,21,00:00.0,15!t4jp7kukkcd0wsrjwxcd3edoclsk39lx20u8vm73fie,18,12,9,66,-30.88230802,22,00:16.3,15!t4jp7kukkcd0wsrjwxcd3edoclsk39lx20u8umogldy,17,13,9,66,-30.87523174,20,00:13.1,15!t4juclk10as305xvqeo3g17ammdstwic8enpwdd8ll2,18,12,8,67,-32.04167892,27,00:00.0,15!97ihtzxpjm9xaot68d330lotzivd97rwbaafkmdxc,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,51,3,0.7,51,19,00:00.0,15!3nr2dy72mga0rne9ea0m9zan5qskvuk0zlhkpkom7lw,19,11,8,67,-30.04279558,23,00:37.9,15!3nqho1kxzy2ifynxnurp86rq7o3b2i352w1g3nipc78,15,15,8,67,-29.26049579,19,00:12.1,15!3nr2dy72mga0rne9ea0m9zan1f8lzesrklivmc96r5w,18,12,7,68,-32.75292178,27,00:00.0,15!97ihtzy01pf83boa9ohvrbe6mvvsjl2ds6zw09x4w,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,52,3,0.7,52,22,00:00.0,15!1md0xswjt3yxyqag5xjkxz8p4t7vwwp8uoj77khsjhn8,16,14,8,67,-27.52012048,19,00:16.4,15!1m7wrizvujm2exps6vkz0nnqaudkaoob4xbqvr8yohec,16,14,5,70,-26.52546763,19,00:13.9,15!1m7wrizvujm2exps6vkz0nnqaudkaoob4xbqvr8yohec,16,14,5,70,-29.32830801,28,00:00.0,15!97ihtzxf1ksffljwbvevzlwwkfr2ztdeibx52mfwg,2,28,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,55,3,0.7,55,21,00:00.0,15!2tclrjj9pv3tk5nmu4pc1zmvon6036w7y6p5v1ipsk,18,12,9,66,-31.52997452,22,00:18.6,15!2tbb595hlq6etnqi49pdro6g0lzp0332vl3671ph5g,16,14,8,67,-31.1326159,20,00:13.9,15!2tbb595hlq6etnqi49pdro6g0lzp0515q55hwm2fbo,18,12,8,67,-33.36076136,27,00:00.0,15!21o4bs03gvs7bqhpml95bjb3hjm9mw3ucyjuicyaz4,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,56,3,0.7,56,19,00:00.0,15!2frrugr0yvg23h5wqgtr2tir2429simqi9dng6tztmv8,18,12,7,68,-29.26030766,19,00:16.0,15!2frrugr0yvg23h5wqgtr2tir2429pfw1exbfnm801538,17,13,6,69,-28.39498849,18,00:12.6,15!2frrugr0yvg23h5wqgtr2tir2429s6bsl18it90wctfo,18,12,6,69,-33.53366639,27,00:00.0,15!t3qwd7nujpqzhwx2lmtawrajtf19a1int74pxj69gxw,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,57,3,0.7,57,22,00:00.0,15!t4ah5rtg136uzv4n1ccc865an04dm0pdfif98quo8pa,17,13,9,66,-30.5539243,23,00:22.8,15!t4ah5rtg136uzv4n1ccc865an04avkx8a8tu40jf7re,15,15,8,67,-29.89702529,22,00:13.5,15!t4ah5rtg136uzv4n1ccc865an04avkx8a8tu4iap89a,16,14,8,67,-31.09182732,27,00:00.0,15!t3qwd7nujr2z9inkjfgjhn243epx7iuktjry5hbemf4,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,58,3,0.7,58,21,00:00.0,15!7apcqrvi75gkybv8b8kua5c0a2wvg39pskh8nvczv28,17,13,8,67,-30.5372714,20,00:17.8,15!7apcqrvi75gkybuxo0kmt5m1jwqykde4boeixpmw934,17,13,7,68,-30.436122,19,00:12.4,15!7apcnuzcu579v5pbcgyg3gmj9wpep5p9uok5opdbugw,17,13,6,69,-32.03126095,27,00:00.0,15!5915p743zia5p5idbxsue4ov3l4s09dgxs,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,60,3,0.7,60,23,00:00.0,15!u5d734hbqtzayq1871iv5dwbiuti4h4bshgv1pdmubk,17,13,10,65,-32.61209023,25,00:19.6,15!u5d734h9o5oq57guy41ob2at5olv5kayds8zglhu0ow,15,15,10,65,-32.38769937,25,00:13.7,15!u5d734h9o5oq57guy41ob2at5olv5kayds8zglhu0ow,15,15,10,65,-33.10445964,27,00:00.0,15!if0znzvf3a7nix86ljwug1ktoujs9z8yvpgwb7hmo,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,61,3,0.7,61,23,00:00.0,15!1q3l0o9l2ss3a05hmwnlcr85dm4g1yqw2r9437my3ms0,16,14,9,66,-31.05196314,22,00:18.8,15!1pvec8ex53ddjjqwdyggrkdu2pwzsekbd4png31e3ocw,15,15,7,68,-30.46737692,22,00:12.3,15!1pvec8ex53ddjjqwdyggrkdu2pwzsekbd4png31e3ocw,15,15,7,68,-33.17688582,27,00:00.0,15!if0znzuu35sc04o2ipnckmv7ol27oy5szbppuhzi8,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,64,3,0.7,64,15,00:00.0,15!1mqkf8muy6vg0s65uhhk1rito0h8e7jbiq8k3j5smukk,20,10,5,70,-27.87292311,13,00:19.6,15!1mq207ms7ba7oazrcx9rp84lhu542twd701gp9y0vhvo,18,12,1,74,-25.81440671,12,00:19.2,15!1mq207ms7ba7obgku10hupc7vb99ap79tftidvuq5zd0,19,11,1,74,-27.81668845,27,00:00.0,15!kpwm4mi7iboqh20utb5zv1uxznza6too9owbm8lc,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,67,3,0.7,67,13,00:00.0,15!uix7ul2h4qsqvy7u52xcritlrmorbn39k0souqetywy,20,10,3,72,-26.50270302,14,00:16.0,15!1f6bhdeml11rd2livobhpybn36djksrmxa4zq7a4xdu,17,13,1,74,-25.10040152,13,00:20.0,15!uix7ul2h4qsqnie3vuuzfvudclvyth2st7ax6vsc0zm,18,12,1,74,-26.77295627,27,00:00.0,15!d40o4j5vw9pafy9u7mfu64xmu9trpko8zpbwu8,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,68,3,0.7,68,12,00:00.0,15!1oy4y0y2tjbhem26qsc04zc06e2vbzm1jd8y9tmtkc92,21,9,3,72,-24.57569129,14,00:29.5,15!1n4nii4rbwc9kgb9by31txsx5kwbbupopv6p4mfqwd1g,18,12,2,73,-22.85844623,11,00:12.0,15!1n4nii4rbwc9kgb9h9oms3k0sfzg4s2vbri2el4d1uyu,21,9,2,73,-26.68900595,28,00:00.0,15!1x4qnft88fuiq7z8ykg,2,28,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,70,3,0.7,70,16,00:00.0,15!2flmvgy2b0c3yu4rpb9wmaxyukccqeds7dai661wlo1w,20,10,6,69,-30.57445466,16,00:21.2,15!2fllq11k1umlh9lrtso5zlgiwmoui61oef3fsc5ur18k,18,12,4,71,-29.75706717,15,00:11.9,15!2flmvgy2b0c3yu4rpb9wmaxyukccq22ua55dj88t4umc,20,10,5,70,-31.69519776,27,00:00.0,15!1gg2oi4nkktlnsk4eh8gllt2336h9w9vyakphc0,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,72,3,0.7,72,18,00:00.0,15!u54vrzto8gcjemok4ylekw6d2gbhkmz0vgkj8hu2d1q,19,11,7,68,-27.24376373,15,00:23.1,15!u54t6r8w5k01himbbfhqw1s1g6ot06l2ingb7os4upy,18,12,3,72,-25.58510514,14,00:12.8,15!u54t6r8w5k01himbbfhqw1s1i3tjnmear2lvyydt7k6,19,11,3,72,-27.51403611,27,00:00.0,15!acyb28x3mc2j7rvqvyzpgizgew9op558dd43239c,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,73,3,0.7,73,22,00:00.0,15!1g8dpyi8hifnr9kbiw4xxhge59t3k4blugvfoq1ahj4,17,13,9,66,-31.12203211,23,00:25.1,15!1g8dpyhy44ytiqoog1zfa7toqcv4fnt4i1h1llw17i8,14,16,7,68,-28.75774327,23,00:13.0,15!1g8dpyhy44ytiqoog1zfa7toqcv4fnt4i1h1llw17i8,14,16,7,68,-32.71124861,27,00:00.0,15!2l8krk89v8falhul3va8zt0nk240csim9e80dp1c,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,74,3,0.7,74,21,00:00.0,15!3r3xfrflqgdg64cax2nskf51b48s1z2z34ffqdy3kea,17,13,8,67,-29.12044397,19,00:25.3,15!3r3xfrflqgbyy6mfyodemog04atn3et5pzyifon4paa,16,14,5,70,-27.40617458,19,00:11.8,15!3r3xfqm3mm2x3thunza2lfnvder8yzedkkv24slt4aq,16,14,5,70,-31.17251707,27,00:00.0,15!5blsri88cgfswqo04hwy3f31xdkw,3,27,0,75,#NAME?
0.9,0.909090909,15,4,0.3,30,75,3,0.7,75,19,00:00.0,15!t84b6hr4dhklomzt7bh3v515eb8hes4qdtgoui9se84,18,12,7,68,-29.96795306,18,00:19.9,15!t84b6hr4dhklomzqjiomsv250b2670wt0vdmn8f84jo,18,12,6,69,-29.74532087,17,00:11.9,15!t840tjg24kgzrir9tos4aej7r0jxnmnkz7z6d5zdp8k,18,12,5,70,-34.69550471,27,00:00.0,15!45cl4t4jdpd25qwgyt0ub0279hhsqfd5o074,3,27,0,75,#NAME?
